"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031349","positive regulation of defense response","89/2086","480/18870",6.09645018062927e-07,9.41259821309261e-05,NA,"RSAD2/IRF7/EIF2AK2/HSPA1B/PTGER3/NKG7/GRN/OAS1/LGALS1/OAS3/CYBA/OASL/GSDMD/LRCH4/HSPA1A/NOD2/TGFB1/UNC93B1/IFI35/NINJ1/PYCARD/OSM/RPS19/RNF31/ADAM8/NLRP6/TNFRSF1A/LRRC14/NLRC5/CD81/TRIM56/IRF3/MAPKAPK3/TRADD/MAPK3/NAGLU/TNIP1/GRAMD4/LDLR/ZDHHC12/CACTIN/ECSIT/IRF1/DHX58/TNF/TICAM1/TRIM25/GPSM3/GPR108/IRAK1/PQBP1/SIRT2/EP300/HLA-F/HYAL2/CPTP/FLOT1/RELA/NLRX1/ABCC1/PTPRS/TNIP2/ZBP1/VAV1/TRIM62/NLRP1/CARD9/DDX60/SRC/NR1D1/IL18/NOP53/STAP1/TLR5/TRPV4/NFKBIL1/ZP3/MAVS/MAPKAPK2/IFIH1/IDO1/CEBPB/TRIM5/AIM2/TLR7/TIFA/NOD1/PRKCE/PIK3AP1",89
"GO:0002832","negative regulation of response to biotic stimulus","38/2086","150/18870",6.81785567847937e-07,0.000102565023758047,NA,"ISG15/USP18/GRN/OAS1/OAS3/SIGIRR/LGALS9/TGFB1/PRDX2/RPS19/TREX1/AKT1/NR1H2/NLRC5/GRAMD4/ZDHHC12/CACTIN/DHX58/SIRT2/HLA-F/MAPKBP1/CPTP/FAM3A/RNF26/NLRX1/PTPRS/MICA/TTLL12/SERPING1/IL4I1/STAT2/NFKBIL1/GFER/PARP14/SERPINB9/SAMHD1/CEACAM1/TRIM38",38
"GO:0002753","cytosolic pattern recognition receptor signaling pathway","37/2086","146/18870",9.41914612134593e-07,0.000138155325734841,NA,"RSAD2/IRF7/EIF2AK2/HSPA1B/OAS1/OAS3/OASL/HSPA1A/NOD2/UNC93B1/PYCARD/NLRP6/IRF3/GRAMD4/ZDHHC12/DHX58/TNF/TICAM1/TRIM25/IRAK1/SIRT2/CPTP/FLOT1/RELA/NLRX1/PTPRS/TNIP2/NLRP1/DDX60/SRC/NOP53/MAVS/IFIH1/TLR7/TIFA/NOD1/PIK3AP1",37
"GO:0140888","interferon-mediated signaling pathway","30/2086","107/18870",1.02517754666582e-06,0.000146700406494839,NA,"ISG15/USP18/IRF7/IFI27/OAS1/OAS3/IFITM1/PTPN6/TREX1/TBKBP1/TYK2/NR1H2/NLRC5/CDC37/OAS2/TRIM56/IRF3/CACTIN/IRF1/IRAK1/IFITM2/TTLL12/ZBP1/IFITM3/STAT2/MAVS/PARP14/IFIH1/SAMHD1/STAT1",30
"GO:0042176","regulation of protein catabolic process","71/2086","364/18870",1.26302277517556e-06,0.000176432252903691,NA,"HSPA1B/FHIT/FLNA/LRP1/ABCA2/PKD1/TMEM259/HSPA1A/ELOB/NDUFA13/TNFRSF1B/VPS28/FZR1/FURIN/SGSM3/GPX1/DVL1/ATP13A2/LAMP3/AKT1/ADAM8/HGS/TIMP1/STUB1/GIPC1/AXIN1/AGAP2/OSBPL7/CSNK1D/PLK3/CD81/LDLR/EGLN2/CSNK1E/RAD23A/OAZ1/PRKACA/RACK1/IER3/TNF/SGTA/USP19/KEAP1/SIRT2/ZER1/HSPBP1/SNRNP70/BAG6/USP5/ZNF418/GGA1/UBXN1/MAD2L2/RELA/SIRT6/DNAJB2/CHMP6/TNFSF12/DDA1/DDRGK1/UBB/RNF144A/NOP53/RILP/TRIB3/CTSA/PIN1/GNA12/SMAD3/PSME2/NUB1",71
"GO:0043123","positive regulation of canonical NF-kappaB signal transduction","45/2086","196/18870",1.34224813997831e-06,0.000183138833424483,NA,"FLNA/LGALS1/LTB/CD74/NOD2/LGALS9/GAPDH/MIB2/RHOC/SHARPIN/RNF31/S100A4/TNFRSF1A/MAP3K14/JMJD8/BST2/CC2D1A/TRAF2/IRF3/GOLT1B/TRADD/CCDC22/TNF/TICAM1/TRIM25/IRAK1/CD4/SHISA5/RELA/TNIP2/TRIM62/CARD9/TRIM22/SLC44A2/MAVS/SLC35B2/EDA/PPP5C/IFIT5/TRIM5/APOL3/TIFA/NOD1/PRKCE/TRIM38",45
"GO:0019079","viral genome replication","34/2086","131/18870",1.42972867767383e-06,0.000190641321634372,NA,"RSAD2/ISG15/MX1/EIF2AK2/IFI27/OAS1/OAS3/OASL/IFITM1/GRK2/TRIM28/NOTCH1/ZC3H12A/BST2/OAS2/TNIP1/ISG20/ATG16L2/RAD23A/GAS6/TNF/IFITM2/PCBP1/IFIT1/IFITM3/APOBEC3A/CCL8/ADARB1/MAVS/IFIT5/IFIH1/ZC3HAV1/APOBEC3G/TRIM38",34
"GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","27/2086","93/18870",1.67276593097069e-06,0.000216385410257387,NA,"HSPA1B/HSPA1A/ELOB/FZR1/DVL1/AKT1/STUB1/AXIN1/CSNK1D/PLK3/CSNK1E/RAD23A/RACK1/SGTA/KEAP1/SIRT2/ZER1/HSPBP1/USP5/SIRT6/DNAJB2/DDA1/DDRGK1/RNF144A/NOP53/TRIB3/NUB1",27
"GO:0045732","positive regulation of protein catabolic process","47/2086","210/18870",1.69656193486276e-06,0.000216385410257387,NA,"HSPA1B/LRP1/ABCA2/TMEM259/HSPA1A/ELOB/NDUFA13/TNFRSF1B/VPS28/FZR1/FURIN/SGSM3/DVL1/AKT1/ADAM8/STUB1/AXIN1/OSBPL7/CSNK1D/PLK3/CD81/LDLR/EGLN2/CSNK1E/RAD23A/OAZ1/RACK1/IER3/TNF/SGTA/KEAP1/SIRT2/ZER1/HSPBP1/BAG6/USP5/GGA1/SIRT6/DNAJB2/TNFSF12/DDA1/DDRGK1/RNF144A/NOP53/RILP/TRIB3/NUB1",47
"GO:0060338","regulation of type I interferon-mediated signaling pathway","17/2086","44/18870",1.88153545424582e-06,0.00023231176001619,NA,"ISG15/USP18/IRF7/OAS1/OAS3/PTPN6/TREX1/NLRC5/CDC37/TRIM56/IRF3/CACTIN/TTLL12/ZBP1/STAT2/MAVS/SAMHD1",17
"GO:0051092","positive regulation of NF-kappaB transcription factor activity","37/2086","150/18870",1.90062459191701e-06,0.00023231176001619,NA,"EIF2AK2/HSPA1B/HSPA1A/NOD2/LGALS9/TGFB1/PRKD2/PIDD1/PYCARD/RNF31/ADAM8/RPS6KA4/CIB1/TRAF2/TRADD/TNF/TICAM1/TRIM25/FLOT2/IRAK1/EP300/FLOT1/RELA/RIPK3/SLCO3A1/DDRGK1/TRIM62/CARD9/SPHK1/IL18/TRIM22/TRIM14/EDA/TRIM5/AIM2/NOD1/TRIM38",37
"GO:0045089","positive regulation of innate immune response","67/2086","343/18870",2.36671042906524e-06,0.000283377348720934,NA,"RSAD2/IRF7/EIF2AK2/HSPA1B/OAS1/OAS3/CYBA/OASL/LRCH4/HSPA1A/NOD2/UNC93B1/IFI35/NINJ1/PYCARD/RPS19/ADAM8/NLRP6/LRRC14/NLRC5/TRIM56/IRF3/MAPKAPK3/NAGLU/TNIP1/GRAMD4/ZDHHC12/CACTIN/ECSIT/IRF1/DHX58/TNF/TICAM1/TRIM25/GPR108/IRAK1/PQBP1/SIRT2/EP300/HLA-F/CPTP/FLOT1/RELA/NLRX1/PTPRS/TNIP2/ZBP1/VAV1/TRIM62/NLRP1/CARD9/DDX60/SRC/NR1D1/NOP53/TLR5/NFKBIL1/MAVS/MAPKAPK2/IFIH1/TRIM5/AIM2/TLR7/TIFA/NOD1/PRKCE/PIK3AP1",67
"GO:0032608","interferon-beta production","20/2086","59/18870",2.65482737169293e-06,0.000305409258622008,NA,"ISG15/IRF7/OAS1/OAS3/IRF5/PYCARD/OAS2/TRIM56/IRF3/CACTIN/IRF1/RELB/TICAM1/FLOT1/NLRX1/PTPRS/MAVS/IFIH1/TLR7/TRIM38",20
"GO:0032648","regulation of interferon-beta production","20/2086","59/18870",2.65482737169293e-06,0.000305409258622008,NA,"ISG15/IRF7/OAS1/OAS3/IRF5/PYCARD/OAS2/TRIM56/IRF3/CACTIN/IRF1/RELB/TICAM1/FLOT1/NLRX1/PTPRS/MAVS/IFIH1/TLR7/TRIM38",20
"GO:0016236","macroautophagy","65/2086","331/18870",2.76397121825609e-06,0.000311850368029009,NA,"RETREG1/TCIRG1/CTSD/RAB43/NOD2/ATG2A/WDR81/GAA/TGFB1/VPS28/TECPR1/HDAC10/CAPN1/RAB1B/GAPDH/ATP13A2/UBXN6/RNF31/AKT1/CHMP1A/ATP6V0D1/HGS/PACS2/ATP6V0C/ULK1/TOM1/CDC37/TSC2/ATP6V0B/MAPK3/WDR24/PLEKHM1/ATG16L2/ATG4D/ATP6V0E2/TEX264/PRKACA/CAPNS1/ULK3/QSOX1/SUPT5H/ATG9A/EHMT2/VPS16/CLN3/CALR/ATG101/EXOC7/CHMP6/MCOLN1/TBC1D25/CHMP2A/DDRGK1/FYCO1/EPHB2/SRC/ADRB2/RUFY4/RNF213/USP36/MVB12A/EFNB1/GPSM1/CHMP5/NOD1",65
"GO:0007015","actin filament organization","84/2086","464/18870",3.36538421702763e-06,0.000372541683043417,NA,"PLEC/FLNA/CORO1A/RAC2/RHPN1/CORO7/INF2/CAPG/PSTPIP1/RHOT2/ZYX/MYO1F/BIN1/LIMD2/WASHC1/CORO1B/TWF2/ARAP1/CNN2/SH3BP1/RHOG/MYO1G/PYCARD/CDC42EP2/ALDOA/SORBS3/RHOC/MICAL1/TPM2/PPP1R9B/FLII/ARPC1B/INPPL1/RNH1/COTL1/WASH3P/TAGLN2/WAS/VASP/FHOD1/PREX1/GMFB/SPTBN5/VILL/LIMK1/TRIOBP/PFN1/PPM1F/PXN/PLEKHG2/SSH3/MLST8/SLC9A1/EVL/TMSB10/ARHGEF18/MYO1C/PTK2B/TESK1/MAD2L2/PPARGC1B/BAIAP2/WASH6P/CFL1/ACTR2/SRC/MICAL3/MYO7B/PICK1/ARHGAP17/NEB/SPTAN1/TRPV4/ACTN1/BIN3/RHOBTB2/CD2AP/SMAD3/GAS7/KPTN/PRKCE/TMOD2/AVIL/WASHC2A",84
"GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","30/2086","113/18870",3.53603089381664e-06,0.000383670709363658,NA,"HSPA1B/HSPA1A/ELOB/FZR1/DVL1/AKT1/STUB1/AXIN1/TRAF7/CSNK1D/PLK3/CSNK1E/RAD23A/CCDC22/RACK1/SGTA/KEAP1/SIRT2/ZER1/HSPBP1/USP5/PTK2B/SIRT6/DNAJB2/DDA1/DDRGK1/RNF144A/NOP53/TRIB3/NUB1",30
"GO:0045824","negative regulation of innate immune response","26/2086","91/18870",3.59670854184441e-06,0.000383670709363658,NA,"ISG15/USP18/GRN/OAS1/OAS3/LGALS9/TGFB1/RPS19/TREX1/AKT1/NR1H2/NLRC5/CACTIN/DHX58/HLA-F/FAM3A/NLRX1/MICA/TTLL12/SERPING1/STAT2/GFER/PARP14/SERPINB9/SAMHD1/CEACAM1",26
"GO:0005996","monosaccharide metabolic process","54/2086","261/18870",3.83963228844632e-06,0.000402270047077046,NA,"OAS1/PFKL/DGKQ/GAA/MAN2B1/MAN2C1/DSEL/G6PD/IDUA/BRAT1/GAPDH/ALDOA/KCNQ1/AKT1/PGD/DCXR/INPPL1/KAT2A/GLYCTK/STK11/SLC25A1/GALK1/PRKACA/CRTC2/TNF/IRS1/TPI1/CHST12/WDTC1/PFKP/SIRT7/BAD/BCKDK/PKM/EP300/GPI/AKT2/FUOM/PCK2/PMM1/ENO1/SLC25A11/SIRT6/IDS/HK3/SRC/FUT7/FOXK1/HEXB/GALE/PPARD/G6PC3/GALM/PMAIP1",54
"GO:0002700","regulation of production of molecular mediator of immune response","43/2086","191/18870",3.92517215456288e-06,0.000404017281242463,NA,"RSAD2/PKN1/MIF/CD74/TNFRSF4/NOD2/IRF5/ARID5A/TGFB1/TNFRSF1B/PYCARD/TREX1/TNFRSF14/SLC7A5/BST2/TRAF2/CD81/JAK3/IL4R/TNF/TICAM1/IL27RA/GPI/HLA-F/SPHK2/MAD2L2/NLRX1/SASH3/CUEDC2/ACP5/STX4/CARD9/EPHB2/AXL/IL18/CD244/MAVS/MAPKAPK2/KMT5C/ANGPT1/TLR7/NOD1/CLCF1",43
"GO:0002718","regulation of cytokine production involved in immune response","31/2086","120/18870",4.54859255025667e-06,0.000460113663661309,NA,"RSAD2/MIF/CD74/NOD2/IRF5/ARID5A/TGFB1/TNFRSF1B/PYCARD/TNFRSF14/SLC7A5/BST2/TRAF2/CD81/JAK3/TNF/TICAM1/HLA-F/SPHK2/NLRX1/SASH3/CUEDC2/ACP5/CARD9/AXL/IL18/MAVS/MAPKAPK2/ANGPT1/TLR7/NOD1",31
"GO:0007040","lysosome organization","29/2086","109/18870",4.87973292405505e-06,0.000477156551090516,NA,"GRN/CORO1A/TCIRG1/GAA/RAB34/TREX1/CHMP1A/TMEM175/TFEB/ATP6V0C/SPNS1/ATP6V0B/NAGLU/VPS18/CLN3/HPS1/TPCN2/TFE3/CHMP6/MCOLN1/CHMP2A/ACP2/CREG1/CLN6/HEXB/RNASEK/ATP6V1F/SCARB2/CHMP5",29
"GO:0080171","lytic vacuole organization","29/2086","109/18870",4.87973292405505e-06,0.000477156551090516,NA,"GRN/CORO1A/TCIRG1/GAA/RAB34/TREX1/CHMP1A/TMEM175/TFEB/ATP6V0C/SPNS1/ATP6V0B/NAGLU/VPS18/CLN3/HPS1/TPCN2/TFE3/CHMP6/MCOLN1/CHMP2A/ACP2/CREG1/CLN6/HEXB/RNASEK/ATP6V1F/SCARB2/CHMP5",29
"GO:0001819","positive regulation of cytokine production","88/2086","499/18870",5.89035696847469e-06,0.000562459316377998,NA,"RSAD2/ISG15/IRF7/EIF2AK2/HSPA1B/OAS1/LTB/OAS3/HLA-DPB1/CYBA/CCDC88B/MIF/CD74/GSDMD/HSPA1A/NOD2/LGALS9/IRF5/ARID5A/TGFB1/SCRIB/UNC93B1/RARA/PRKD2/GAPDH/PYCARD/OSM/TNFRSF14/SLC7A5/ADAM8/ZBTB7B/TYK2/KAT2A/BATF/TRAF2/CD81/OAS2/TRIM56/IRF3/IL12RB1/IRF1/FRMD8/AGPAT2/MAPK11/IL4R/DHX58/TNF/TICAM1/IL27RA/GPSM3/IRAK1/PQBP1/BCL3/CD4/HLA-F/HYAL2/SPHK2/FLOT1/RELA/HRAS/SASH3/HSPB1/PIK3CD/NLRP1/CARD9/EPHB2/SRC/SPHK1/NLRP2/HEG1/IL18/IL17RC/TLR5/CD244/TRPV4/ZP3/MAVS/MAPKAPK2/IFIH1/IDO1/CEBPB/SMAD3/ZC3HAV1/AIM2/TLR7/STAT1/NOD1/CYBB",88
"GO:0000387","spliceosomal snRNP assembly","18/2086","52/18870",5.94383460293777e-06,0.000562459316377998,NA,"RNU5A-1/RNU6ATAC/RNU5B-1/RNU6-1/RNU4-2/RNU5E-1/RNU4-1/TSSC4/SART1/RNU4ATAC/RNU6-9/SNRPD2/RNU5D-1/PRPF31/CD2BP2/PRPF8/RNU6-7/RNU5F-1",18
"GO:0030522","intracellular receptor signaling pathway","67/2086","353/18870",6.53593816377214e-06,0.000602567366599618,NA,"RSAD2/IRF7/EIF2AK2/HSPA1B/OAS1/PER1/OAS3/PKN1/OASL/HSPA1A/KMT2D/NOD2/NCOR2/UNC93B1/RARA/SREBF1/ACTN4/PYCARD/ZMIZ1/NR1H2/NLRP6/DDX54/SMARCA4/IRF3/GRAMD4/ESRRA/PML/ZDHHC12/RARG/EGLN2/VPS18/DHX58/TNF/TICAM1/AKR1C3/TRIM25/IRAK1/SIRT2/TADA3/EP300/CPTP/FLOT1/RELA/CARM1/NLRX1/CALR/PPARGC1B/PTPRS/TNIP2/DDRGK1/NLRP1/WBP2/DDX60/SRC/NR1D1/NOP53/CRY2/MAVS/PPARD/PRCP/IFIH1/TLR7/PLIN5/TIFA/NR1D2/NOD1/PIK3AP1",67
"GO:0002367","cytokine production involved in immune response","31/2086","122/18870",6.5730887101373e-06,0.000602567366599618,NA,"RSAD2/MIF/CD74/NOD2/IRF5/ARID5A/TGFB1/TNFRSF1B/PYCARD/TNFRSF14/SLC7A5/BST2/TRAF2/CD81/JAK3/TNF/TICAM1/HLA-F/SPHK2/NLRX1/SASH3/CUEDC2/ACP5/CARD9/AXL/IL18/MAVS/MAPKAPK2/ANGPT1/TLR7/NOD1",31
"GO:0050863","regulation of T cell activation","71/2086","381/18870",6.81919754603894e-06,0.000615511261578622,NA,"JUNB/LGALS1/CORO1A/HLA-DPB1/CCDC88B/LAT/RAC2/CD74/ADORA2A/RASAL3/NOD2/LGALS9/CSK/PTPN6/TNFRSF1B/SCRIB/RARA/TSPAN32/SART1/PYCARD/PRDX2/VSIR/SLC4A2/TREX1/AKT1/TNFRSF14/ADAM8/ZMIZ1/FCHO1/ZBTB7B/TYK2/ZC3H12A/KAT2A/SMARCA4/BATF/PRELID1/CD81/JAK3/CLPTM1/IL12RB1/MAD1L1/IRF1/IL4R/SMARCD3/FLOT2/BAD/FANCA/CD4/KLHL25/ACTB/RIPK3/SASH3/VAV1/SMARCD2/AP3D1/DHPS/SRC/NFKBID/RUNX3/ADA/IL18/IL4I1/ZP3/SOCS1/EFNB1/ITPKB/IDO1/CEBPB/CEACAM1/BTN2A2/PAG1",71
"GO:1901800","positive regulation of proteasomal protein catabolic process","30/2086","117/18870",7.5729319442514e-06,0.000673187753286712,NA,"HSPA1B/TMEM259/HSPA1A/ELOB/FZR1/DVL1/AKT1/STUB1/AXIN1/OSBPL7/CSNK1D/PLK3/CSNK1E/RAD23A/RACK1/SGTA/KEAP1/SIRT2/ZER1/HSPBP1/BAG6/USP5/SIRT6/DNAJB2/DDA1/DDRGK1/RNF144A/NOP53/TRIB3/NUB1",30
"GO:0032479","regulation of type I interferon production","31/2086","123/18870",7.8689420016733e-06,0.00067892768711496,NA,"ISG15/IRF7/XAF1/OAS1/OAS3/IRF5/GAPDH/PYCARD/TREX1/OAS2/TRIM56/IRF3/CACTIN/IRF1/RELB/DHX58/TICAM1/IRAK1/PQBP1/FLOT1/RNF26/KLHL22/NLRX1/PTPRS/SIGLEC1/MAVS/IFIH1/ZC3HAV1/TLR7/STAT1/TRIM38",31
"GO:0032606","type I interferon production","31/2086","123/18870",7.8689420016733e-06,0.00067892768711496,NA,"ISG15/IRF7/XAF1/OAS1/OAS3/IRF5/GAPDH/PYCARD/TREX1/OAS2/TRIM56/IRF3/CACTIN/IRF1/RELB/DHX58/TICAM1/IRAK1/PQBP1/FLOT1/RNF26/KLHL22/NLRX1/PTPRS/SIGLEC1/MAVS/IFIH1/ZC3HAV1/TLR7/STAT1/TRIM38",31
"GO:0002833","positive regulation of response to biotic stimulus","69/2086","369/18870",8.1088460693633e-06,0.000689486954912384,NA,"RSAD2/IRF7/EIF2AK2/HSPA1B/GRN/OAS1/OAS3/CYBA/OASL/MIF/LRCH4/HSPA1A/NOD2/UNC93B1/IFI35/NINJ1/PYCARD/RPS19/ADAM8/NLRP6/LRRC14/NLRC5/TRIM56/IRF3/MAPKAPK3/NAGLU/TNIP1/GRAMD4/ZDHHC12/CACTIN/ECSIT/IRF1/DHX58/TNF/TICAM1/TRIM25/GPR108/IRAK1/PQBP1/SIRT2/EP300/HLA-F/CPTP/FLOT1/RELA/NLRX1/PTPRS/TNIP2/ZBP1/VAV1/TRIM62/NLRP1/CARD9/DDX60/SRC/NR1D1/NOP53/TLR5/NFKBIL1/MAVS/MAPKAPK2/IFIH1/TRIM5/AIM2/TLR7/TIFA/NOD1/PRKCE/PIK3AP1",69
"GO:0007159","leukocyte cell-cell adhesion","76/2086","419/18870",9.043450378471e-06,0.000757970333864134,NA,"LGALS1/CORO1A/HLA-DPB1/CCDC88B/RAC2/CD74/ADORA2A/RASAL3/NOD2/LGALS9/CSK/FERMT3/PTPN6/SCRIB/ITGB2/RARA/TSPAN32/SELPLG/SART1/PYCARD/PRDX2/VSIR/SLC4A2/AKT1/TNFRSF14/ADAM8/ZMIZ1/FCHO1/ZBTB7B/TYK2/ZC3H12A/ITGB7/SMARCA4/CD81/JAK3/TNIP1/IL12RB1/MAD1L1/IRF1/IL4R/SMARCD3/TNF/ICAM1/FLOT2/IRAK1/BAD/CD4/KLHL25/ITGAL/ACTB/RELA/SASH3/SEMA4D/STK10/VAV1/SMARCD2/ITGA5/AP3D1/DHPS/SRC/NFKBID/FUT7/RUNX3/ADA/IL18/IL4I1/ZP3/SOCS1/EFNB1/ITPKB/ZDHHC21/IDO1/CEBPB/CEACAM1/BTN2A2/PAG1",76
"GO:0046596","regulation of viral entry into host cell","17/2086","49/18870",1.0373636195128e-05,0.000857213007842477,NA,"LY6E/LGALS1/CD74/IFITM1/LGALS9/FURIN/TRIM25/SMPD1/IFITM2/CD4/P4HB/TRIM62/IFITM3/TRIM22/TRIM5/TRIM59/TRIM38",17
"GO:0019318","hexose metabolic process","48/2086","233/18870",1.45867273290281e-05,0.00118861568388067,NA,"OAS1/PFKL/DGKQ/GAA/MAN2B1/MAN2C1/G6PD/BRAT1/GAPDH/ALDOA/KCNQ1/AKT1/DCXR/INPPL1/KAT2A/GLYCTK/STK11/SLC25A1/GALK1/PRKACA/CRTC2/TNF/IRS1/TPI1/WDTC1/PFKP/SIRT7/BAD/BCKDK/PKM/EP300/GPI/AKT2/FUOM/PCK2/PMM1/ENO1/SLC25A11/SIRT6/HK3/SRC/FUT7/FOXK1/GALE/PPARD/G6PC3/GALM/PMAIP1",48
"GO:1903052","positive regulation of proteolysis involved in protein catabolic process","33/2086","139/18870",1.5845743241835e-05,0.00127352021369652,NA,"HSPA1B/TMEM259/HSPA1A/ELOB/FZR1/DVL1/AKT1/STUB1/AXIN1/OSBPL7/TRAF7/CSNK1D/PLK3/CSNK1E/RAD23A/CCDC22/RACK1/SGTA/KEAP1/SIRT2/ZER1/HSPBP1/BAG6/USP5/PTK2B/SIRT6/DNAJB2/DDA1/DDRGK1/RNF144A/NOP53/TRIB3/NUB1",33
"GO:0061136","regulation of proteasomal protein catabolic process","42/2086","196/18870",1.828159599411e-05,0.00144943410401951,NA,"HSPA1B/FHIT/PKD1/TMEM259/HSPA1A/ELOB/FZR1/GPX1/DVL1/LAMP3/AKT1/STUB1/GIPC1/AXIN1/OSBPL7/CSNK1D/PLK3/CSNK1E/RAD23A/PRKACA/RACK1/SGTA/USP19/KEAP1/SIRT2/ZER1/HSPBP1/BAG6/USP5/ZNF418/UBXN1/SIRT6/DNAJB2/DDA1/DDRGK1/UBB/RNF144A/NOP53/TRIB3/GNA12/PSME2/NUB1",42
"GO:0052372","modulation by symbiont of entry into host","18/2086","56/18870",1.91759075157478e-05,0.00150006732526523,NA,"LY6E/LGALS1/CD74/IFITM1/LGALS9/FURIN/TRIM25/SMPD1/IFITM2/CD4/P4HB/EXOC7/TRIM62/IFITM3/TRIM22/TRIM5/TRIM59/TRIM38",18
"GO:0051251","positive regulation of lymphocyte activation","62/2086","330/18870",1.96975052209306e-05,0.00152059556751579,NA,"LGALS1/CORO1A/HLA-DPB1/CCDC88B/MIF/CD74/RASAL3/TNFRSF4/NOD2/CD320/LGALS9/CSK/TGFB1/PTPN6/RARA/SART1/PYCARD/VSIR/AKT1/TNFRSF14/ADAM8/ZMIZ1/FCHO1/ZBTB7B/ZNF335/TYK2/SMARCA4/CD81/IL12RB1/GAS6/IL4R/SMARCD3/TICAM1/FLOT2/BAD/CD4/HLA-F/KLHL25/ACTB/MAD2L2/SASH3/TNIP2/VAV1/SMARCD2/AP3D1/DHPS/EPHB2/SRC/NFKBID/AXL/RUNX3/ADA/IL18/IL4I1/ZP3/SOCS1/EFNB1/ITPKB/KMT5C/NFATC2/BTN2A2/CLCF1",62
"GO:0006096","glycolytic process","24/2086","89/18870",2.44683606725449e-05,0.00186436197488079,NA,"PFKL/GIT1/SLC2A6/GAPDH/ALDOA/TREX1/RPTOR/JMJD8/EIF6/GALK1/PRKACA/IER3/TPI1/PFKP/MLST8/PKM/ARL2/EP300/GPI/OGDH/ENO1/SIRT6/HK3/FOXK1",24
"GO:0050867","positive regulation of cell activation","71/2086","396/18870",2.615443297414e-05,0.00196728279819589,NA,"GP5/FLNA/LGALS1/CORO1A/HLA-DPB1/CCDC88B/MIF/CD74/RASAL3/TNFRSF4/NOD2/CD320/LGALS9/CSK/TGFB1/PTPN6/GAB2/ITGB2/RARA/SART1/PYCARD/VSIR/AKT1/TNFRSF14/ADAM8/ZMIZ1/FCHO1/ZBTB7B/ZNF335/TYK2/SMARCA4/CD81/RPS6KA1/IL12RB1/GAS6/IL4R/SMARCD3/TNF/TICAM1/FLOT2/BAD/CD4/HLA-F/SPHK2/KLHL25/ACTB/MAD2L2/SASH3/TNIP2/STX4/VAV1/SMARCD2/AP3D1/DHPS/EPHB2/SRC/NFKBID/AXL/RUNX3/ADA/IL18/IL4I1/STAP1/ZP3/SOCS1/EFNB1/ITPKB/KMT5C/NFATC2/BTN2A2/CLCF1",71
"GO:0022411","cellular component disassembly","85/2086","497/18870",2.74361693460762e-05,0.00203756969054974,NA,"RETREG1/LRP1/CAPG/TSPO/FKBP8/PNPLA2/NOD2/ATG2A/ADAM15/KIF19/WASHC1/TGFB1/TECPR1/TWF2/FURIN/SH3BP1/SREBF1/ATP13A2/SHARPIN/IQSEC1/MICAL1/MAP1S/CHMP1A/PPP1CA/ADAM8/PPP1R9B/FLII/ULK1/TOM1/SH3GL1/NCKAP5L/CDC37/CIB1/SMARCA4/TSC2/KATNB1/PLK3/APEH/HMGA1/CAPN10/JMJD4/SPTBN5/VILL/HSF1/NAPA/ATG4D/TRIOBP/UPF1/GAK/TEX264/RRP7A/SMARCD3/BAX/TNF/GRWD1/EIF5A/FIS1/SREBF2/ULK3/ATG9A/PLIN3/VPS16/CLN3/DEDD2/FLOT1/CHMP6/MCOLN1/CFL1/TBC1D25/CHMP2A/DDRGK1/SMARCD2/PEX14/FYCO1/ADRB2/MICAL3/PBXIP1/USP36/SPTAN1/TRPV4/DNASE2/ENDOG/CHMP5/TMOD2/AVIL",85
"GO:0007033","vacuole organization","47/2086","232/18870",2.7939306599379e-05,0.00204899889773195,NA,"GRN/CORO1A/TCIRG1/CTSD/RAB43/ATG2A/GAA/RAB1B/ATP13A2/RAB34/TREX1/CHMP1A/PACS2/TMEM175/TFEB/ATP6V0C/ULK1/SPNS1/TOM1/ATP6V0B/NAGLU/ATG16L2/ATG4D/VPS18/ULK3/ATG9A/EHMT2/VPS16/CLN3/HPS1/TPCN2/TFE3/ATG101/CHMP6/MCOLN1/CHMP2A/ACP2/EPHB2/RUFY4/CREG1/CLN6/HEXB/EFNB1/RNASEK/ATP6V1F/SCARB2/CHMP5",47
"GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","33/2086","143/18870",2.94655517017363e-05,0.0021082242906596,NA,"HSPA1B/FHIT/HSPA1A/ELOB/FZR1/DVL1/AKT1/STUB1/GIPC1/AXIN1/CSNK1D/PLK3/CSNK1E/RAD23A/RACK1/SGTA/KEAP1/SIRT2/ZER1/HSPBP1/BAG6/USP5/ZNF418/UBXN1/SIRT6/DNAJB2/DDA1/DDRGK1/RNF144A/NOP53/TRIB3/GNA12/NUB1",33
"GO:0034341","response to type II interferon","33/2086","143/18870",2.94655517017363e-05,0.0021082242906596,NA,"CD74/RAB43/IFITM1/ZYX/LGALS9/GAPDH/CDC42EP2/TYK2/NR1H2/NLRC5/WAS/CDC37/BST2/DAPK3/IL12RB1/IRF1/TNF/IFITM2/SLC26A6/MYO1C/STX4/ACTR2/IFITM3/CCL8/FLNB/GBP1/GBP4/PARP14/GBP3/GCH1/GBP6/NUB1/STAT1",33
